1	5.10000000000000	3.50000000000000
1	4.90000000000000	3
1	4.70000000000000	3.20000000000000
1	4.60000000000000	3.10000000000000
1	5	3.60000000000000
1	5.40000000000000	3.90000000000000
1	4.60000000000000	3.40000000000000
1	5	3.40000000000000
1	4.40000000000000	2.90000000000000
1	4.90000000000000	3.10000000000000
1	5.40000000000000	3.70000000000000
1	4.80000000000000	3.40000000000000
1	4.80000000000000	3
1	4.30000000000000	3
1	5.80000000000000	4
1	5.70000000000000	4.40000000000000
1	5.40000000000000	3.90000000000000
1	5.10000000000000	3.50000000000000
1	5.70000000000000	3.80000000000000
1	5.10000000000000	3.80000000000000
1	5.40000000000000	3.40000000000000
1	5.10000000000000	3.70000000000000
1	4.60000000000000	3.60000000000000
1	5.10000000000000	3.30000000000000
1	4.80000000000000	3.40000000000000
1	5	3
1	5	3.40000000000000
1	5.20000000000000	3.50000000000000
1	5.20000000000000	3.40000000000000
1	4.70000000000000	3.20000000000000
1	4.80000000000000	3.10000000000000
1	5.40000000000000	3.40000000000000
1	5.20000000000000	4.10000000000000
1	5.50000000000000	4.20000000000000
1	4.90000000000000	3.10000000000000
1	5	3.20000000000000
1	5.50000000000000	3.50000000000000
1	4.90000000000000	3.60000000000000
1	4.40000000000000	3
1	5.10000000000000	3.40000000000000
1	5	3.50000000000000
1	4.50000000000000	2.30000000000000
1	4.40000000000000	3.20000000000000
1	5	3.50000000000000
1	5.10000000000000	3.80000000000000
1	4.80000000000000	3
1	5.10000000000000	3.80000000000000
1	4.60000000000000	3.20000000000000
1	5.30000000000000	3.70000000000000
1	5	3.30000000000000
-1	7	3.20000000000000
-1	6.40000000000000	3.20000000000000
-1	6.90000000000000	3.10000000000000
-1	5.50000000000000	2.30000000000000
-1	6.50000000000000	2.80000000000000
-1	5.70000000000000	2.80000000000000
-1	6.30000000000000	3.30000000000000
-1	4.90000000000000	2.40000000000000
-1	6.60000000000000	2.90000000000000
-1	5.20000000000000	2.70000000000000
-1	5	2
-1	5.90000000000000	3
-1	6	2.20000000000000
-1	6.10000000000000	2.90000000000000
-1	5.60000000000000	2.90000000000000
-1	6.70000000000000	3.10000000000000
-1	5.60000000000000	3
-1	5.80000000000000	2.70000000000000
-1	6.20000000000000	2.20000000000000
-1	5.60000000000000	2.50000000000000
-1	5.90000000000000	3.20000000000000
-1	6.10000000000000	2.80000000000000
-1	6.30000000000000	2.50000000000000
-1	6.10000000000000	2.80000000000000
-1	6.40000000000000	2.90000000000000
-1	6.60000000000000	3
-1	6.80000000000000	2.80000000000000
-1	6.70000000000000	3
-1	6	2.90000000000000
-1	5.70000000000000	2.60000000000000
-1	5.50000000000000	2.40000000000000
-1	5.50000000000000	2.40000000000000
-1	5.80000000000000	2.70000000000000
-1	6	2.70000000000000
-1	5.40000000000000	3
-1	6	3.40000000000000
-1	6.70000000000000	3.10000000000000
-1	6.30000000000000	2.30000000000000
-1	5.60000000000000	3
-1	5.50000000000000	2.50000000000000
-1	5.50000000000000	2.60000000000000
-1	6.10000000000000	3
-1	5.80000000000000	2.60000000000000
-1	5	2.30000000000000
-1	5.60000000000000	2.70000000000000
-1	5.70000000000000	3
-1	5.70000000000000	2.90000000000000
-1	6.20000000000000	2.90000000000000
-1	5.10000000000000	2.50000000000000
-1	5.70000000000000	2.80000000000000
-1	6.30000000000000	3.30000000000000
-1	5.80000000000000	2.70000000000000
-1	7.10000000000000	3
-1	6.30000000000000	2.90000000000000
-1	6.50000000000000	3
-1	7.60000000000000	3
-1	4.90000000000000	2.50000000000000
-1	7.30000000000000	2.90000000000000
-1	6.70000000000000	2.50000000000000
-1	7.20000000000000	3.60000000000000
-1	6.50000000000000	3.20000000000000
-1	6.40000000000000	2.70000000000000
-1	6.80000000000000	3
-1	5.70000000000000	2.50000000000000
-1	5.80000000000000	2.80000000000000
-1	6.40000000000000	3.20000000000000
-1	6.50000000000000	3
-1	7.70000000000000	3.80000000000000
-1	7.70000000000000	2.60000000000000
-1	6	2.20000000000000
-1	6.90000000000000	3.20000000000000
-1	5.60000000000000	2.80000000000000
-1	7.70000000000000	2.80000000000000
-1	6.30000000000000	2.70000000000000
-1	6.70000000000000	3.30000000000000
-1	7.20000000000000	3.20000000000000
-1	6.20000000000000	2.80000000000000
-1	6.10000000000000	3
-1	6.40000000000000	2.80000000000000
-1	7.20000000000000	3
-1	7.40000000000000	2.80000000000000
-1	7.90000000000000	3.80000000000000
-1	6.40000000000000	2.80000000000000
-1	6.30000000000000	2.80000000000000
-1	6.10000000000000	2.60000000000000
-1	7.70000000000000	3
-1	6.30000000000000	3.40000000000000
-1	6.40000000000000	3.10000000000000
-1	6	3
-1	6.90000000000000	3.10000000000000
-1	6.70000000000000	3.10000000000000
-1	6.90000000000000	3.10000000000000
-1	5.80000000000000	2.70000000000000
-1	6.80000000000000	3.20000000000000
-1	6.70000000000000	3.30000000000000
-1	6.70000000000000	3
-1	6.30000000000000	2.50000000000000
-1	6.50000000000000	3
-1	6.20000000000000	3.40000000000000
-1	5.90000000000000	3
